id,name,created_at,advertisers_entities.id,entities.short_name,countries.name,countries.alpha2,advertisers_platforms.advertiser_platform_ref,advertisers_platforms.advertiser_platform_name,platforms.name
31d76eeb-9f9b-4ec1-9fcc-8de4ec4bde9e,Alianța 2020 USR PLUS,2022-08-16T15:24:37.550Z,6299bc6b-2b62-4f6b-bed8-5f056d6a1bf1,USR,Romania,ro,621574984950400,Alianța 2020 USR PLUS,Facebook
ec397797-3b43-4984-be1a-5706b443fed2,Alianța Liberalilor și Democraților,2022-08-16T15:24:29.964Z,f0c8d15a-0e4b-4bfb-97a5-016d07097ab9,ALDE,Romania,ro,1445317929104540,Alianța Liberalilor și Democraților,Facebook
d821480a-6ba4-4ac1-b6d6-ffd180161fa4,Partidul Național Liberal,2022-08-16T15:24:29.956Z,65a20031-b068-43aa-aa63-9b6716ede92a,PNL,Romania,ro,181375448581167,Partidul Național Liberal,Facebook
8c80d657-947b-4e93-833f-93bdf73a5f5a,Partidul Social Democrat,2022-08-16T15:24:29.956Z,cd799afb-0f60-4fa7-be07-fb1f6f0c9119,PSD,Romania,ro,291177524360702,Partidul Social Democrat,Facebook
244f9d78-d1b4-4d0f-b454-b484cdce2a4c,Partidul Mișcarea Populară,2022-08-16T15:24:29.976Z,5d7e1c41-ba50-401c-a050-2b9503e30236,PMP,Romania,ro,581911828514783,Partidul Mișcarea Populară,Facebook
e6bd7844-e9b0-4891-8be7-30c81af42063,Uniunea Salvați România,2022-08-16T15:24:29.956Z,fd35fef3-dd04-4ec2-8466-fe3ba9377f99,USR,Romania,ro,1058116737612840,Uniunea Salvați România,Facebook
ad28b081-8bf0-4b02-b35d-203ee9db5907,USR Sector 3,2022-08-16T15:24:37.562Z,fc49a281-6292-4fbc-a093-dd5fddff18b6,USR,Romania,ro,1658924257659048,USR Sector 3,Facebook
b2a2f8a7-fde5-4d60-8f50-b08a21e4f6c8,USR Sangeorgiu de MURES,2022-08-16T15:24:37.556Z,0ef06046-495e-48b1-81a0-b5b0318afb6d,USR,Romania,ro,339643719979005,USR Sangeorgiu de MURES,Facebook
698e0f76-d01c-4174-96af-8962da4111b5,Uniunea Democrată Maghiară din România,2022-08-16T15:24:29.956Z,cfff183c-a8d5-4640-9d30-c8941002cd02,UDMR,Romania,ro,102601499822802,Uniunea Democrată Maghiară din România,Facebook
abb96f74-0c65-401a-a9de-c49fc3bc579d,USR Sector 5,2022-08-16T15:24:37.585Z,504d9bf2-c624-4869-a19f-5d52c6c510a6,USR,Romania,ro,1460571894265803,USR Sector 5,Facebook
e3204c73-1b15-49e8-a680-e330cb39e734,USR Sector 1,2022-08-16T15:24:37.596Z,086f422e-bc8e-4917-b1a9-6de0833e8bbb,USR,Romania,ro,885119281568843,USR Sector 1,Facebook
51313ef8-014c-4d63-8df1-84ae7a17117a,USR Tulcea Oficial,2022-08-16T15:24:37.560Z,87b7af36-1d68-480a-bf7b-32eae5e3d3fc,USR,Romania,ro,377191859541561,USR Tulcea Oficial,Facebook
2653ec24-dc20-44fb-931c-007653ae95f2,USR Sector 2,2022-08-16T15:24:37.530Z,52c8e433-0418-4f7e-8b06-f44cccdc1a22,USR,Romania,ro,706663502771254,USR Sector 2,Facebook
3a1d928b-ca47-4411-9540-3683d3f5ec5e,USR Bistrița-Năsăud,2022-08-16T15:24:37.664Z,e6634e37-25d4-447e-8568-d52c9ca4ed9a,USR,Romania,ro,1097122383697273,USR Bistrița-Năsăud,Facebook
49a4ec9a-535c-4f14-8524-cee76e389c36,USR Apahida,2023-09-27T05:07:28.097Z,9c5d4794-b5e9-4640-bf29-85132d4aea7f,USR,Romania,ro,1842424215822160,USR Apahida,Facebook
903c657a-ca7b-421c-925f-d9d84c82a3b1,Tineret Forța Dreptei Vrancea,2023-08-26T05:07:03.815Z,b1c20026-8155-468b-9808-90102fa6c097,FD,Romania,ro,107330102115594,Tineret Forța Dreptei Vrancea,Facebook
345ec863-44c0-4bc0-9d66-80bc2b6d5407,Forta Dreptei Maramures,2023-03-12T10:53:47.066Z,6094e4d1-fb58-4029-8656-f93b863ca901,FD,Romania,ro,110754338553346,Forta Dreptei Maramures,Facebook
b265b612-c1c0-484d-b5e2-582edaca39a3,Forța Dreptei - Sălaj,2023-08-25T05:06:55.311Z,08a2811c-0758-4548-a763-928058f9ba00,FD,Romania,ro,105650261994813,Forța Dreptei - Sălaj,Facebook
7195717f-d702-4b0b-89ca-ab28f325c072,Forța Dreptei Constanța,2023-09-04T05:07:06.585Z,6185117f-f866-4d91-962b-d33b2930d89d,FD,Romania,ro,111227474723450,Forța Dreptei Constanța,Facebook
d3e8a59d-09f4-4890-8030-7da51b5d4398,Alexandru Rafila,2023-08-25T05:06:54.583Z,51723699-19b8-48e1-b3be-4e39bb0779c1,PSD,Romania,ro,1956503297777139,Alexandru Rafila,Facebook
07f72d36-f808-4106-8243-640b0379dd47,Forța Dreptei - Vaslui,2023-09-25T05:07:09.990Z,cab9813f-537a-4f3c-96be-c23da2f16fd4,FD,Romania,ro,103022862261523,Forța Dreptei - Vaslui,Facebook
3672aa54-d58e-4f9c-9fc2-b20b513a6548,Forța Dreptei - Cluj,2023-07-31T11:04:43.600Z,90d92f4c-f475-47dd-85b6-ec7d91e2fd2d,FD,Romania,ro,101670255900739,Forța Dreptei - Cluj,Facebook
a053c44e-5d3f-48de-9268-9a5483f4a194,PSD MURES,2023-08-31T06:14:14.216Z,8f8abb61-9cb0-43c3-83c4-833c253a8d94,PSD,Romania,ro,226170974250038,PSD MURES,Facebook
b7d32ca8-af71-4d59-96d0-15457843983c,,2023-05-02T06:53:33.758Z,533a5ee4-3f0f-424a-8b15-5914f20158bd,USR,Romania,ro,109464875439312,,Facebook
2525f931-dc54-4ba9-8ba3-7b4886a1f16f,Marcel Ciolacu,2023-02-07T15:04:59.964Z,4208eb66-cafb-4fea-96ee-5d3ed5c2e331,PSD,Romania,ro,1395939193764858,Marcel Ciolacu,Facebook
af8d1afe-91ce-4924-ba0b-a653209b48b3,Alfred Simonis,2023-02-25T10:53:54.409Z,074876c9-440a-4b4d-b5d9-cecc483c3a98,PSD,Romania,ro,243027859216579,Alfred Simonis,Facebook
7d74e9e9-d714-4643-a4bd-596f2b86fd2b,PNL Brăila,2023-02-10T10:53:56.211Z,8cce1273-46ce-421d-96be-2f88092d3469,PNL,Romania,ro,789998757706140,PNL Brăila,Facebook
8e337e97-47c9-408f-a964-47c791262dfb,TNL Deva,2023-02-07T15:05:01.423Z,69192e44-fbca-415e-817e-ae8df22f69e5,PNL,Romania,ro,107502164151828,TNL Deva,Facebook
ad7cd1ca-1486-40fc-999a-553cc6ec515a,Forța Dreptei Caraș-Severin,2023-03-05T10:53:57.937Z,21f64eed-4758-4676-a840-eeab6bdded7b,FD,Romania,ro,105705505305939,Forța Dreptei Caraș-Severin,Facebook
f55a96a8-a616-431f-a732-3cbe5eec33a6,Forța Dreptei Alba,2023-03-03T10:53:50.368Z,136f22a1-df69-4810-9015-f59c5b9253f3,FD,Romania,ro,101558615728602,Forța Dreptei Alba,Facebook
ba78c422-1f9d-49ea-813a-6bfdf3e1dcdc,PSD Municipiul Bistrița,2023-06-24T06:47:45.944Z,810f67c0-f747-4c62-8f8d-c57615a46307,PSD,Romania,ro,1506702476266241,PSD Municipiul Bistrița,Facebook
c1b9dfd3-e6b3-4cc6-a906-9467f8bc08d4,Kelemen Hunor,2023-02-11T10:53:34.650Z,8b863db4-1bac-4183-98b7-4aac434674da,UDMR,Romania,ro,175293925828191,Kelemen Hunor,Facebook
1bd76180-1ab4-4fb1-a316-52c7c915600b,USR Harghita,2023-04-26T06:53:46.412Z,a8b66623-8732-47c8-ac12-38df93c66e12,USR,Romania,ro,1195604040605186,USR Harghita,Facebook
e1c3f743-0b03-49be-a99c-2c7665cbfb37,Kelemen Attila,2023-02-27T10:53:52.277Z,e0165800-d380-4082-b393-e1c29360ba70,UDMR,Romania,ro,100658152065911,Kelemen Attila,Facebook
29336a04-347d-4292-ac10-59b8659e9b80,Paul Ene,2023-05-20T06:53:37.082Z,ed56b566-b5da-47ed-8807-b613b087c9ab,USR,Romania,ro,162127852613101,Paul Ene,Facebook
0b1abfdc-2688-4485-9334-39a555377102,Stefan Radu Oprea,2023-02-11T10:53:34.287Z,9d553087-6e2c-4585-8473-3a328f4a3670,PSD,Romania,ro,425051144215846,Stefan Radu Oprea,Facebook
b44b06e8-d3f0-487b-806b-400b26656686,Bogdan Mîndrescu,2023-03-08T15:13:50.346Z,1491d189-1f65-4762-a287-7e8343eead2d,PSD,Romania,ro,101447775999828,Bogdan Mîndrescu,Facebook
4531f5ea-a888-4451-84db-a1f37d6194b0,Nicolae Ionel Ciucă,2023-02-20T10:53:50.585Z,fc4ffa43-5224-467e-839a-8a1b643f4bc2,PNL,Romania,ro,1577877239102295,Nicolae Ionel Ciucă,Facebook
bbc1f195-8e3d-4b9b-9ea9-46ff4daef104,Comunitatea liberală sector 3,2023-05-23T06:53:32.922Z,750d4ccf-7222-460b-9865-4728bcff16c8,PNL,Romania,ro,108494838851355,Comunitatea liberală sector 3,Facebook
8ba3fa3f-bd87-4886-bd1b-db15e77dd684,Forța Dreptei Pucioasa,2023-02-19T10:54:02.403Z,0c0eec4e-b795-480d-9970-a4aba0cff2c0,FD,Romania,ro,111842691743507,Forța Dreptei Pucioasa,Facebook
40a4e20c-38a6-4c58-8916-7aaa26cb7e88,Forța Dreptei - Sector 4,2023-05-11T06:53:49.302Z,aa8f411e-a61c-439e-ae60-fa9fd403ce65,FD,Romania,ro,104314345445669,Forța Dreptei - Sector 4,Facebook
3d8a0af7-ddaf-4492-bfea-9eb93d000270,Organizatia Municipala PSD Bârlad,2023-02-08T05:57:27.833Z,2b322ce4-81d4-42d5-838e-fc8e19fe6bbd,PSD,Romania,ro,1570718999843520,Organizatia Municipala PSD Bârlad,Facebook
68f6a29f-14e7-4565-a066-596790f086bc,Partidul REPER,2023-02-28T10:53:58.598Z,69713e79-6fb8-4996-a4d1-4eb9709f4b98,REPER,Romania,ro,111024331618659,Partidul REPER,Facebook
d4a3b295-571a-45c3-baab-f2be8751c4bb,REPER Cluj,2023-07-05T06:07:33.671Z,189045e3-966b-482d-a1e5-d9290523ff9e,REPER,Romania,ro,104842045659467,REPER Cluj,Facebook
d0bdcc6b-25f9-4b53-97bb-4aa164c546f8,Csoma Botond,2023-02-17T10:53:37.761Z,ec2df56b-254d-4393-a701-c90d7e4d6859,UDMR,Romania,ro,1305418182809740,Csoma Botond,Facebook
893798d4-59d7-42cd-aee8-413d9afe3502,Iulian Bulai,2023-05-11T06:53:49.258Z,28c85a9a-8889-4e8c-8bf5-df7082913c58,USR,Romania,ro,804299403024040,Iulian Bulai,Facebook
c65c5901-95a6-4c88-ad8e-281c28548dea,Robert Cazanciuc,2023-02-07T15:04:59.964Z,09f4252d-d1fb-446d-b49d-8365d145ffc6,PSD,Romania,ro,102025778125741,Robert Cazanciuc,Facebook
